class,cap-shape,cap-surface,cap-color,bruises,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-number,ring-type,spore-print-color,population,habitat
e,f,s,n,f,w,b,k,t,e,f,s,w,w,o,e,k,a,g
e,f,y,n,t,c,b,n,e,r,s,y,w,w,o,p,n,s,p
e,x,s,y,t,c,b,w,e,c,s,s,w,w,o,p,k,n,g
e,f,f,n,f,c,n,p,e,e,s,s,w,w,o,p,k,v,u
e,x,y,y,t,c,b,w,e,r,s,y,w,w,o,p,n,s,p
e,x,f,y,t,w,n,p,t,b,s,s,w,w,o,p,u,v,d
e,b,y,y,t,c,b,g,e,c,s,s,w,w,o,p,n,n,g
e,x,f,g,f,w,b,n,t,e,s,s,w,w,o,e,k,s,g
e,x,y,y,t,c,b,w,e,r,s,y,w,w,o,p,n,s,g
e,f,y,n,t,c,b,n,e,r,s,y,w,w,o,p,k,y,g
e,x,s,y,t,c,b,w,e,c,s,s,w,w,o,p,k,s,m
e,s,f,n,f,c,n,n,e,e,s,s,w,w,o,p,n,y,u
e,x,s,w,t,c,b,k,e,c,s,s,w,w,o,p,k,s,m
e,b,s,w,t,c,b,n,e,c,s,s,w,w,o,p,k,n,g
e,s,f,n,f,c,n,k,e,e,s,s,w,w,o,p,k,y,u
e,b,y,y,t,c,b,n,e,c,s,s,w,w,o,p,n,n,m
e,x,y,y,t,c,b,k,e,c,s,s,w,w,o,p,n,n,g
e,b,y,y,t,c,b,k,e,c,s,s,w,w,o,p,n,s,g
p,x,y,n,t,c,n,p,e,e,s,s,w,w,o,p,k,s,u
e,x,s,w,f,w,b,k,t,e,f,s,w,w,o,e,n,s,g
e,x,y,w,t,c,b,w,e,c,s,s,w,w,o,p,k,s,m
e,b,s,w,t,c,b,g,e,c,s,s,w,w,o,p,n,n,g
e,x,f,n,t,c,b,n,t,b,s,s,g,w,o,p,n,y,d
p,x,s,n,t,c,n,w,e,e,s,s,w,w,o,p,n,s,u
e,x,y,n,t,c,b,w,e,r,s,y,w,w,o,p,k,y,p
e,x,s,n,f,w,b,n,t,e,s,s,w,w,o,e,k,a,g
e,b,y,y,t,c,b,n,e,c,s,s,w,w,o,p,k,n,m
e,x,s,y,t,c,b,w,e,c,s,s,w,w,o,p,n,n,m
e,b,s,y,t,c,b,n,e,c,s,s,w,w,o,p,n,s,m
e,x,s,y,t,c,b,g,e,c,s,s,w,w,o,p,k,n,m
e,b,y,w,t,c,b,n,e,c,s,s,w,w,o,p,n,n,g
e,x,f,g,f,c,n,k,e,e,s,s,w,w,o,p,n,v,u
e,f,y,n,t,c,b,w,e,r,s,y,w,w,o,p,k,s,g
e,x,f,g,f,w,b,h,t,e,f,f,w,w,o,e,n,a,g
e,x,s,w,t,c,b,k,e,c,s,s,w,w,o,p,n,n,m
e,x,y,y,t,c,b,w,e,c,s,s,w,w,o,p,n,s,m
e,x,f,g,f,c,n,n,e,e,s,s,w,w,o,p,k,v,u
p,x,s,n,t,c,n,p,e,e,s,s,w,w,o,p,n,s,u
e,b,y,w,t,c,b,w,e,c,s,s,w,w,o,p,n,n,g
e,b,y,w,t,c,b,n,e,c,s,s,w,w,o,p,k,n,m
p,x,y,n,t,c,n,p,e,e,s,s,w,w,o,p,n,v,u
e,b,s,y,t,c,b,w,e,c,s,s,w,w,o,p,n,s,m
e,x,s,w,t,c,b,k,e,c,s,s,w,w,o,p,n,s,m
e,x,y,y,t,c,b,n,e,c,s,s,w,w,o,p,k,s,m
e,b,y,y,t,c,b,n,e,c,s,s,w,w,o,p,n,n,g
e,x,s,w,t,c,b,g,e,c,s,s,w,w,o,p,n,s,m
e,x,s,w,t,c,b,g,e,c,s,s,w,w,o,p,k,s,g
e,x,y,n,t,c,b,w,e,r,s,y,w,w,o,p,n,y,p
e,x,s,w,t,c,b,w,e,c,s,s,w,w,o,p,n,s,m
e,x,s,n,f,w,b,n,t,e,f,f,w,w,o,e,k,s,g
e,x,y,n,t,c,b,n,e,r,s,y,w,w,o,p,n,s,p
e,x,y,y,t,c,b,n,e,r,s,y,w,w,o,p,k,y,g
p,x,y,n,t,c,n,k,e,e,s,s,w,w,o,p,k,v,g
e,b,y,y,t,c,b,w,e,c,s,s,w,w,o,p,n,n,g
e,x,f,w,t,w,n,p,t,b,s,s,w,w,o,p,u,v,d
p,x,s,n,t,c,n,w,e,e,s,s,w,w,o,p,k,s,u
e,x,y,y,t,c,b,k,e,c,s,s,w,w,o,p,k,n,g
e,f,f,g,f,w,b,h,t,e,f,f,w,w,o,e,n,a,g
e,x,y,w,t,c,b,n,e,c,s,s,w,w,o,p,k,s,g
e,b,y,w,t,c,b,w,e,c,s,s,w,w,o,p,n,s,m
p,x,y,n,t,c,n,p,e,e,s,s,w,w,o,p,n,s,u
e,f,y,n,t,c,b,w,e,r,s,y,w,w,o,p,k,s,g
e,x,s,w,t,c,b,n,e,c,s,s,w,w,o,p,n,n,m
e,x,s,w,t,w,n,n,t,b,s,s,w,w,o,p,n,v,d
e,f,y,n,t,c,b,n,e,r,s,y,w,w,o,p,n,y,p
e,b,s,w,t,c,b,k,e,c,s,s,w,w,o,p,n,n,m
e,x,s,w,f,w,b,p,t,e,f,f,w,w,o,e,k,a,g
e,f,f,g,f,c,n,n,e,e,s,s,w,w,o,p,n,v,u
e,x,y,w,t,c,b,g,e,c,s,s,w,w,o,p,n,s,g
e,x,y,y,t,c,b,n,e,r,s,y,w,w,o,p,n,y,g
e,b,s,y,t,c,b,g,e,c,s,s,w,w,o,p,n,s,g
e,b,s,y,t,c,b,w,e,c,s,s,w,w,o,p,k,s,g
e,f,s,w,t,w,n,n,t,b,s,s,w,w,o,p,n,v,d
e,b,s,w,t,c,b,w,e,c,s,s,w,w,o,p,k,n,m
e,x,f,y,t,w,n,n,t,b,s,s,w,w,o,p,u,v,d
e,x,y,w,t,c,b,g,e,c,s,s,w,w,o,p,n,n,m
e,b,y,y,t,c,b,k,e,c,s,s,w,w,o,p,n,n,m
e,x,y,n,t,c,b,p,e,r,s,y,w,w,o,p,n,y,p
e,x,y,w,t,c,b,n,e,c,s,s,w,w,o,p,k,s,m
e,x,y,w,t,c,b,g,e,c,s,s,w,w,o,p,k,s,m
e,x,y,y,t,c,b,p,e,r,s,y,w,w,o,p,k,y,p
e,x,y,w,t,c,b,n,e,c,s,s,w,w,o,p,k,n,m
e,x,s,y,t,c,b,w,e,c,s,s,w,w,o,p,k,n,m
e,x,y,n,t,c,b,p,e,r,s,y,w,w,o,p,k,s,g
e,x,s,w,t,c,b,n,e,c,s,s,w,w,o,p,n,n,g
e,f,y,n,t,c,b,n,e,r,s,y,w,w,o,p,k,s,g
e,b,s,w,t,c,b,w,e,c,s,s,w,w,o,p,k,s,m
e,x,f,n,t,c,b,n,t,b,s,s,g,p,o,p,n,y,d
e,x,y,w,t,c,b,k,e,c,s,s,w,w,o,p,n,s,m
e,b,s,w,t,c,b,g,e,c,s,s,w,w,o,p,k,n,g
e,b,s,y,t,c,b,g,e,c,s,s,w,w,o,p,k,n,m
e,x,f,y,t,w,n,p,t,b,s,s,w,w,o,p,n,v,d
e,b,s,w,t,c,b,g,e,c,s,s,w,w,o,p,n,n,m
e,x,s,g,f,w,b,h,t,e,s,f,w,w,o,e,k,a,g
e,b,s,w,t,c,b,k,e,c,s,s,w,w,o,p,n,n,g
e,b,s,y,t,c,b,w,e,c,s,s,w,w,o,p,k,s,m
e,f,y,y,t,c,b,n,e,r,s,y,w,w,o,p,k,y,p
e,f,y,n,t,c,b,w,e,r,s,y,w,w,o,p,n,y,p
e,x,s,w,t,c,b,k,e,c,s,s,w,w,o,p,n,s,m
e,f,y,y,t,c,b,n,e,r,s,y,w,w,o,p,n,s,g
e,b,s,w,t,c,b,g,e,c,s,s,w,w,o,p,k,s,g
e,x,y,y,t,c,b,w,e,c,s,s,w,w,o,p,n,n,m
e,x,f,n,f,c,n,k,e,e,s,s,w,w,o,p,k,v,u
e,f,y,n,t,c,b,p,e,r,s,y,w,w,o,p,n,y,g
e,x,s,w,t,c,b,g,e,c,s,s,w,w,o,p,k,n,m
e,x,s,y,t,c,b,g,e,c,s,s,w,w,o,p,k,n,g
e,b,y,y,t,c,b,g,e,c,s,s,w,w,o,p,k,n,g
e,f,y,y,t,c,b,w,e,r,s,y,w,w,o,p,n,s,p
e,x,y,y,t,c,b,g,e,c,s,s,w,w,o,p,k,n,g
e,x,y,w,t,c,b,w,e,c,s,s,w,w,o,p,k,n,m
e,f,f,w,t,w,n,n,t,b,s,s,w,w,o,p,u,v,d
e,s,f,g,f,c,n,k,e,e,s,s,w,w,o,p,k,y,u
e,f,s,y,t,w,n,n,t,b,s,s,w,w,o,p,n,v,d
e,f,f,g,f,c,n,k,e,e,s,s,w,w,o,p,k,y,u
e,x,f,n,f,c,n,p,e,e,s,s,w,w,o,p,n,y,u
e,b,y,w,t,c,b,w,e,c,s,s,w,w,o,p,n,n,g
e,x,s,w,t,w,n,p,t,b,s,s,w,w,o,p,n,v,d
e,b,y,y,t,c,b,n,e,c,s,s,w,w,o,p,k,s,m
e,b,y,y,t,c,b,k,e,c,s,s,w,w,o,p,k,s,m
e,b,y,y,t,c,b,g,e,c,s,s,w,w,o,p,k,s,g
e,f,s,w,t,w,n,p,t,b,s,s,w,w,o,p,u,v,d
e,f,f,g,f,c,n,g,e,e,s,s,w,w,o,p,k,y,u
e,f,s,w,t,w,n,w,t,b,s,s,w,w,o,p,n,v,d
e,f,y,y,t,c,b,p,e,r,s,y,w,w,o,p,k,y,g
e,x,y,w,t,c,b,w,e,c,s,s,w,w,o,p,n,s,m
e,s,f,n,f,c,n,p,e,e,s,s,w,w,o,p,n,y,u
e,x,y,n,t,c,b,n,e,r,s,y,w,w,o,p,k,s,p
e,x,y,n,t,c,b,n,e,r,s,y,w,w,o,p,k,s,p
e,f,f,y,t,w,n,n,t,b,s,s,w,w,o,p,u,v,d
p,f,s,n,t,c,n,p,e,e,s,s,w,w,o,p,n,s,g
p,x,s,n,t,c,n,k,e,e,s,s,w,w,o,p,n,v,u
e,f,y,n,t,c,b,w,e,r,s,y,w,w,o,p,n,s,p
e,x,y,y,t,c,b,w,e,r,s,y,w,w,o,p,k,s,g
e,b,s,y,t,c,b,k,e,c,s,s,w,w,o,p,n,n,m
e,f,f,w,f,w,b,h,t,e,f,s,w,w,o,e,n,a,g
e,f,y,n,t,c,b,p,e,r,s,y,w,w,o,p,n,s,g
e,x,y,w,t,c,b,n,e,c,s,s,w,w,o,p,n,s,g
e,b,s,y,t,c,b,w,e,c,s,s,w,w,o,p,k,n,m
e,x,s,y,t,c,b,w,e,c,s,s,w,w,o,p,n,n,g
e,b,y,y,t,c,b,g,e,c,s,s,w,w,o,p,k,n,g
e,x,s,w,t,c,b,g,e,c,s,s,w,w,o,p,k,n,m
e,b,s,y,t,c,b,w,e,c,s,s,w,w,o,p,k,s,m
e,b,y,y,t,c,b,w,e,c,s,s,w,w,o,p,n,s,g
p,x,s,n,t,c,n,n,e,e,s,s,w,w,o,p,n,v,g
e,x,s,g,f,w,b,p,t,e,s,s,w,w,o,e,n,s,g
e,f,s,n,f,w,b,p,t,e,f,s,w,w,o,e,n,a,g
e,x,f,w,t,w,n,n,t,b,s,s,w,w,o,p,n,v,d
e,f,f,g,f,c,n,p,e,e,s,s,w,w,o,p,n,v,u
e,f,f,n,f,c,n,k,e,e,s,s,w,w,o,p,n,y,u
e,b,y,y,t,c,b,k,e,c,s,s,w,w,o,p,k,s,g
e,x,f,w,t,w,n,n,t,b,s,s,w,w,o,p,u,v,d
e,s,f,g,f,c,n,n,e,e,s,s,w,w,o,p,n,v,u
e,x,f,n,f,c,n,k,e,e,s,s,w,w,o,p,n,v,u
e,x,f,w,f,w,b,h,t,e,f,s,w,w,o,e,n,a,g
e,x,y,n,t,c,b,n,e,r,s,y,w,w,o,p,k,y,p
e,b,s,y,t,c,b,k,e,c,s,s,w,w,o,p,k,n,g
e,x,y,w,t,c,b,k,e,c,s,s,w,w,o,p,k,s,g
e,x,y,y,t,c,b,k,e,c,s,s,w,w,o,p,n,n,g
e,x,s,w,t,c,b,w,e,c,s,s,w,w,o,p,k,n,m
e,b,s,w,t,c,b,n,e,c,s,s,w,w,o,p,k,s,g
e,f,y,y,t,c,b,p,e,r,s,y,w,w,o,p,n,y,p
p,x,s,n,t,c,n,n,e,e,s,s,w,w,o,p,n,s,u
e,f,f,g,f,c,n,n,e,e,s,s,w,w,o,p,k,y,u
e,b,s,y,t,c,b,w,e,c,s,s,w,w,o,p,n,s,g
e,f,y,n,t,c,b,w,e,r,s,y,w,w,o,p,n,s,p
e,x,s,y,t,c,b,k,e,c,s,s,w,w,o,p,n,s,m
e,x,f,n,f,c,n,k,e,e,s,s,w,w,o,p,k,y,u
e,f,y,y,t,c,b,w,e,r,s,y,w,w,o,p,n,y,p
e,x,y,n,t,c,b,n,e,r,s,y,w,w,o,p,n,y,p
e,x,s,w,t,c,b,n,e,c,s,s,w,w,o,p,k,s,g
p,x,y,w,t,c,n,n,e,e,s,s,w,w,o,p,k,s,g
e,f,y,n,t,c,b,w,e,r,s,y,w,w,o,p,k,y,p
p,f,s,n,t,c,n,k,e,e,s,s,w,w,o,p,k,s,g
e,x,f,w,f,w,b,k,t,e,f,s,w,w,o,e,k,s,g
e,b,y,w,t,c,b,k,e,c,s,s,w,w,o,p,k,s,m
e,s,f,n,f,c,n,p,e,e,s,s,w,w,o,p,k,v,u
e,x,y,y,t,c,b,g,e,c,s,s,w,w,o,p,n,s,m
e,f,s,w,t,w,n,p,t,b,s,s,w,w,o,p,u,v,d
e,x,s,y,t,c,b,n,e,c,s,s,w,w,o,p,k,s,m
e,f,f,g,f,w,b,p,t,e,s,f,w,w,o,e,k,s,g
p,x,y,w,t,c,n,n,e,e,s,s,w,w,o,p,n,s,g
e,x,y,y,t,c,b,p,e,r,s,y,w,w,o,p,k,s,g
e,f,f,n,f,w,b,n,t,e,s,s,w,w,o,e,k,a,g
e,x,s,w,t,c,b,w,e,c,s,s,w,w,o,p,k,s,m
e,b,y,y,t,c,b,g,e,c,s,s,w,w,o,p,n,s,m
e,f,f,g,f,c,n,g,e,e,s,s,w,w,o,p,n,v,u
e,x,f,y,t,w,n,p,t,b,s,s,w,w,o,p,u,v,d
e,x,s,y,t,c,b,g,e,c,s,s,w,w,o,p,n,n,m
e,f,f,n,f,c,n,n,e,e,s,s,w,w,o,p,n,y,u
e,x,f,g,f,w,b,h,t,e,f,s,w,w,o,e,n,s,g
e,x,y,y,t,c,b,p,e,r,s,y,w,w,o,p,k,s,p
e,f,s,w,t,w,n,p,t,b,s,s,w,w,o,p,n,v,d
e,x,s,y,t,c,b,k,e,c,s,s,w,w,o,p,k,s,g
e,f,y,y,t,c,b,p,e,r,s,y,w,w,o,p,k,y,p
p,x,y,n,t,c,n,k,e,e,s,s,w,w,o,p,k,v,u
e,x,f,w,t,w,n,w,t,b,s,s,w,w,o,p,u,v,d
e,x,s,w,t,c,b,w,e,c,s,s,w,w,o,p,k,n,g
e,x,y,y,t,c,b,g,e,c,s,s,w,w,o,p,n,n,m
e,b,s,y,t,c,b,g,e,c,s,s,w,w,o,p,n,s,g
e,x,s,y,t,w,n,w,t,b,s,s,w,w,o,p,u,v,d
e,x,s,y,t,w,n,n,t,b,s,s,w,w,o,p,u,v,d
e,x,f,w,f,w,b,n,t,e,f,s,w,w,o,e,k,s,g
e,b,s,w,t,c,b,w,e,c,s,s,w,w,o,p,n,s,m
p,x,y,w,t,c,n,w,e,e,s,s,w,w,o,p,k,v,g
e,x,y,y,t,c,b,g,e,c,s,s,w,w,o,p,n,n,g
e,f,s,g,f,w,b,k,t,e,s,f,w,w,o,e,k,s,g
p,x,s,n,t,c,n,n,e,e,s,s,w,w,o,p,n,s,g
e,b,y,w,t,c,b,w,e,c,s,s,w,w,o,p,k,n,m
e,x,s,w,t,c,b,k,e,c,s,s,w,w,o,p,k,n,m
e,f,f,y,t,w,n,n,t,b,s,s,w,w,o,p,n,v,d
e,x,s,y,t,c,b,k,e,c,s,s,w,w,o,p,k,n,g
e,b,y,w,t,c,b,w,e,c,s,s,w,w,o,p,k,n,g
e,x,y,n,t,c,b,w,e,r,s,y,w,w,o,p,n,y,g
e,x,s,y,t,c,b,w,e,c,s,s,w,w,o,p,n,s,g
e,x,f,n,f,c,n,p,e,e,s,s,w,w,o,p,n,v,u
e,x,s,y,t,c,b,n,e,c,s,s,w,w,o,p,n,s,g
e,x,y,y,t,c,b,w,e,r,s,y,w,w,o,p,n,y,g
p,x,s,n,t,c,n,w,e,e,s,s,w,w,o,p,n,s,g
e,x,s,w,t,c,b,g,e,c,s,s,w,w,o,p,n,n,m
e,x,s,y,t,c,b,w,e,c,s,s,w,w,o,p,n,s,m
e,x,y,w,t,c,b,k,e,c,s,s,w,w,o,p,k,n,g
e,x,y,y,t,c,b,n,e,r,s,y,w,w,o,p,n,y,g
e,f,y,y,t,c,b,w,e,r,s,y,w,w,o,p,k,s,g
e,x,y,w,t,c,b,k,e,c,s,s,w,w,o,p,n,s,m
e,s,f,g,f,c,n,g,e,e,s,s,w,w,o,p,k,v,u
e,f,f,n,f,c,n,n,e,e,s,s,w,w,o,p,k,y,u
e,s,f,g,f,c,n,n,e,e,s,s,w,w,o,p,k,v,u
e,x,y,w,t,c,b,n,e,c,s,s,w,w,o,p,k,n,m
p,x,s,w,t,c,n,k,e,e,s,s,w,w,o,p,k,s,u
e,x,s,g,f,w,b,h,t,e,s,f,w,w,o,e,k,s,g
e,x,y,y,t,c,b,g,e,c,s,s,w,w,o,p,k,s,g
p,x,y,w,t,c,n,k,e,e,s,s,w,w,o,p,n,s,g
e,x,s,y,t,c,b,g,e,c,s,s,w,w,o,p,k,n,m
p,x,s,n,t,c,n,p,e,e,s,s,w,w,o,p,k,v,u
e,b,s,y,t,c,b,n,e,c,s,s,w,w,o,p,k,n,m
e,b,y,w,t,c,b,g,e,c,s,s,w,w,o,p,k,s,m
p,x,y,w,t,c,n,p,e,e,s,s,w,w,o,p,n,s,g
p,x,s,n,t,c,n,n,e,e,s,s,w,w,o,p,k,s,u
e,x,s,g,f,w,b,n,t,e,s,f,w,w,o,e,n,a,g
e,x,y,n,t,c,b,w,e,r,s,y,w,w,o,p,n,y,g
e,f,f,w,f,w,b,k,t,e,f,f,w,w,o,e,n,a,g
e,f,y,n,t,c,b,n,e,r,s,y,w,w,o,p,n,s,p
e,b,y,w,t,c,b,w,e,c,s,s,w,w,o,p,k,s,m
e,b,s,w,t,c,b,n,e,c,s,s,w,w,o,p,k,n,g
e,x,s,g,f,w,b,n,t,e,s,f,w,w,o,e,n,s,g
e,f,y,n,t,c,b,n,e,r,s,y,w,w,o,p,k,y,g
e,x,s,w,t,c,b,w,e,c,s,s,w,w,o,p,k,s,m
e,f,f,g,f,c,n,n,e,e,s,s,w,w,o,p,k,v,u
e,f,s,n,f,w,b,h,t,e,f,s,w,w,o,e,n,a,g
e,x,f,g,f,w,b,n,t,e,s,f,w,w,o,e,n,s,g
e,f,s,w,f,w,b,p,t,e,s,f,w,w,o,e,k,a,g
p,x,s,w,t,c,n,k,e,e,s,s,w,w,o,p,n,s,u
e,x,y,y,t,c,b,p,e,r,s,y,w,w,o,p,k,s,g
e,b,s,w,t,c,b,g,e,c,s,s,w,w,o,p,k,s,g
e,f,f,g,f,w,b,p,t,e,s,s,w,w,o,e,k,a,g
e,b,y,w,t,c,b,g,e,c,s,s,w,w,o,p,k,s,g
e,b,s,y,t,c,b,n,e,c,s,s,w,w,o,p,n,n,m
e,s,f,g,f,c,n,n,e,e,s,s,w,w,o,p,n,y,u
e,f,y,y,t,c,b,p,e,r,s,y,w,w,o,p,k,s,g
e,b,s,w,t,c,b,w,e,c,s,s,w,w,o,p,n,n,g
e,x,f,w,t,w,n,n,t,b,s,s,w,w,o,p,u,v,d
e,f,y,y,t,c,b,n,e,r,s,y,w,w,o,p,k,s,p
e,f,f,g,f,c,n,p,e,e,s,s,w,w,o,p,k,y,u
e,x,s,w,t,c,b,g,e,c,s,s,w,w,o,p,k,s,m
e,f,f,y,t,w,n,w,t,b,s,s,w,w,o,p,u,v,d
e,s,f,g,f,c,n,p,e,e,s,s,w,w,o,p,k,y,u
e,b,y,w,t,c,b,g,e,c,s,s,w,w,o,p,n,s,g
e,b,s,w,t,c,b,k,e,c,s,s,w,w,o,p,k,n,g
e,f,f,n,f,w,b,n,t,e,s,s,w,w,o,e,n,s,g
e,b,y,y,t,c,b,k,e,c,s,s,w,w,o,p,k,n,m
e,x,f,n,t,c,b,n,t,b,s,s,w,g,o,p,k,v,d
e,x,y,n,t,c,b,n,e,r,s,y,w,w,o,p,k,s,g
e,x,y,n,t,c,b,p,e,r,s,y,w,w,o,p,n,s,g
e,b,y,y,t,c,b,w,e,c,s,s,w,w,o,p,n,s,m
e,f,y,y,t,c,b,p,e,r,s,y,w,w,o,p,k,s,g
e,x,y,y,t,c,b,n,e,c,s,s,w,w,o,p,k,n,m
e,x,s,n,f,w,b,h,t,e,s,s,w,w,o,e,k,s,g
e,x,y,w,t,c,b,g,e,c,s,s,w,w,o,p,k,s,m
e,b,y,y,t,c,b,w,e,c,s,s,w,w,o,p,k,n,m
e,x,y,n,t,c,b,n,e,r,s,y,w,w,o,p,n,y,g
e,f,y,n,t,c,b,w,e,r,s,y,w,w,o,p,k,s,p
e,f,y,n,t,c,b,w,e,r,s,y,w,w,o,p,k,y,g
e,f,y,y,t,c,b,n,e,r,s,y,w,w,o,p,k,s,p
e,x,s,y,t,w,n,n,t,b,s,s,w,w,o,p,u,v,d
e,b,y,w,t,c,b,g,e,c,s,s,w,w,o,p,k,s,m
e,b,s,w,t,c,b,k,e,c,s,s,w,w,o,p,k,n,m
e,x,y,y,t,c,b,n,e,c,s,s,w,w,o,p,k,s,g
e,f,f,w,t,w,n,p,t,b,s,s,w,w,o,p,u,v,d
e,x,s,y,t,c,b,n,e,c,s,s,w,w,o,p,k,s,g
e,b,s,y,t,c,b,n,e,c,s,s,w,w,o,p,n,n,m
e,f,y,y,t,c,b,w,e,r,s,y,w,w,o,p,k,y,g
p,x,y,n,t,c,n,w,e,e,s,s,w,w,o,p,k,s,g
p,x,y,w,t,c,n,w,e,e,s,s,w,w,o,p,k,v,u
e,x,s,y,t,c,b,g,e,c,s,s,w,w,o,p,n,s,g
e,f,f,w,f,w,b,k,t,e,s,s,w,w,o,e,n,s,g
e,b,s,y,t,c,b,g,e,c,s,s,w,w,o,p,k,n,g
e,x,y,y,t,c,b,w,e,r,s,y,w,w,o,p,k,y,p
e,f,f,g,f,c,n,k,e,e,s,s,w,w,o,p,n,y,u
e,b,s,w,t,c,b,n,e,c,s,s,w,w,o,p,k,s,g
e,x,s,w,t,c,b,k,e,c,s,s,w,w,o,p,k,s,m
p,x,y,n,t,c,n,n,e,e,s,s,w,w,o,p,k,s,g
p,x,s,n,t,c,n,k,e,e,s,s,w,w,o,p,n,s,g
e,b,s,w,t,c,b,g,e,c,s,s,w,w,o,p,n,s,g
e,b,s,y,t,c,b,w,e,c,s,s,w,w,o,p,n,n,m
e,f,y,n,t,c,b,w,e,r,s,y,w,w,o,p,n,s,g
e,x,y,y,t,c,b,p,e,r,s,y,w,w,o,p,n,y,g
e,f,y,y,t,c,b,n,e,r,s,y,w,w,o,p,n,y,p
e,x,y,w,t,c,b,w,e,c,s,s,w,w,o,p,n,n,g
e,x,s,y,t,c,b,k,e,c,s,s,w,w,o,p,k,s,g
e,f,f,n,f,c,n,p,e,e,s,s,w,w,o,p,n,v,u
e,f,f,n,f,w,b,p,t,e,s,s,w,w,o,e,k,a,g
e,x,f,y,t,w,n,w,t,b,s,s,w,w,o,p,u,v,d
e,f,y,y,t,c,b,w,e,r,s,y,w,w,o,p,n,s,p
e,f,f,n,f,c,n,g,e,e,s,s,w,w,o,p,k,y,u
e,f,f,g,f,c,n,k,e,e,s,s,w,w,o,p,n,v,u
e,x,y,n,t,c,b,n,e,r,s,y,w,w,o,p,n,y,g
e,x,y,y,t,c,b,w,e,r,s,y,w,w,o,p,n,y,p
e,b,s,w,t,c,b,g,e,c,s,s,w,w,o,p,k,s,m
e,x,s,w,t,w,n,n,t,b,s,s,w,w,o,p,n,v,d
e,x,y,w,t,c,b,n,e,c,s,s,w,w,o,p,n,n,m
e,x,f,y,t,w,n,w,t,b,s,s,w,w,o,p,u,v,d
e,b,s,y,t,c,b,w,e,c,s,s,w,w,o,p,k,n,g
e,x,f,n,t,c,b,p,t,b,s,s,p,w,o,p,n,v,d
e,x,y,w,t,c,b,g,e,c,s,s,w,w,o,p,k,n,m
e,f,f,g,f,c,n,k,e,e,s,s,w,w,o,p,k,v,u
e,b,y,w,t,c,b,n,e,c,s,s,w,w,o,p,n,s,m
e,x,y,y,t,c,b,w,e,c,s,s,w,w,o,p,k,n,m
e,x,s,w,t,c,b,k,e,c,s,s,w,w,o,p,k,s,g
e,b,s,y,t,c,b,w,e,c,s,s,w,w,o,p,k,s,g
e,b,y,w,t,c,b,k,e,c,s,s,w,w,o,p,k,s,g
e,x,y,n,t,c,b,p,e,r,s,y,w,w,o,p,n,s,p
e,f,s,g,f,w,b,k,t,e,f,s,w,w,o,e,n,a,g
p,x,y,n,t,c,n,p,e,e,s,s,w,w,o,p,n,s,g
e,b,y,w,t,c,b,n,e,c,s,s,w,w,o,p,n,s,g
e,b,s,y,t,c,b,w,e,c,s,s,w,w,o,p,n,s,m
p,x,y,n,t,c,n,w,e,e,s,s,w,w,o,p,k,v,g
p,x,s,n,t,c,n,p,e,e,s,s,w,w,o,p,n,v,u
e,f,s,n,f,w,b,n,t,e,f,s,w,w,o,e,n,a,g
p,x,s,n,t,c,n,w,e,e,s,s,w,w,o,p,k,s,g
e,f,f,g,f,w,b,h,t,e,s,f,w,w,o,e,n,a,g
e,x,y,y,t,c,b,n,e,r,s,y,w,w,o,p,k,s,p
e,b,y,w,t,c,b,k,e,c,s,s,w,w,o,p,k,n,m
e,f,y,y,t,c,b,p,e,r,s,y,w,w,o,p,n,s,p
e,f,y,y,t,c,b,p,e,r,s,y,w,w,o,p,k,y,p
e,b,y,y,t,c,b,k,e,c,s,s,w,w,o,p,k,n,m
e,s,f,n,f,c,n,p,e,e,s,s,w,w,o,p,k,y,u
e,x,s,w,t,c,b,k,e,c,s,s,w,w,o,p,n,n,m
e,b,y,y,t,c,b,g,e,c,s,s,w,w,o,p,k,n,m
e,f,y,y,t,c,b,w,e,r,s,y,w,w,o,p,k,s,p
e,f,s,n,f,w,b,p,t,e,f,f,w,w,o,e,n,a,g
e,x,s,w,t,c,b,w,e,c,s,s,w,w,o,p,n,s,m
e,b,y,y,t,c,b,w,e,c,s,s,w,w,o,p,n,n,g
e,b,y,y,t,c,b,k,e,c,s,s,w,w,o,p,k,s,g
e,b,y,y,t,c,b,n,e,c,s,s,w,w,o,p,n,s,m
e,b,s,w,t,c,b,k,e,c,s,s,w,w,o,p,n,s,m
e,x,y,y,t,c,b,n,e,r,s,y,w,w,o,p,k,s,p
e,x,y,n,t,c,b,n,e,r,s,y,w,w,o,p,n,s,g
e,s,f,n,f,c,n,g,e,e,s,s,w,w,o,p,k,v,u
e,f,y,n,t,c,b,n,e,r,s,y,w,w,o,p,n,s,g
e,x,s,w,t,c,b,k,e,c,s,s,w,w,o,p,k,n,g
e,f,s,y,t,w,n,w,t,b,s,s,w,w,o,p,n,v,d
e,x,s,n,f,w,b,p,t,e,s,s,w,w,o,e,n,a,g
e,f,y,y,t,c,b,n,e,r,s,y,w,w,o,p,k,s,g
p,x,y,n,t,c,n,k,e,e,s,s,w,w,o,p,n,v,g
e,x,s,w,t,c,b,w,e,c,s,s,w,w,o,p,n,n,g
